kdkab	namakab	KDKEC	NAMA_KEC	KDKEL	DESA_KEL	LAKI	PEREMP	BELUM_TIDAK_BEKERJA	MENGURUS_RUMAH_TANGGA	PELAJAR_MAHASISWA	PENSIUNAN	PEGAWAI_NEGERI_SIPIL	TENTARA_NASIONAL_INDONESIA	KEPOLISIAN_RI	PERDAGANGAN	PETANI_PEKEBUN	PETERNAK	NELAYAN_PERIKANAN	INDUSTRI	KONSTRUKSI	TRANSPORTASI	KARYAWAN_SWASTA	KARYAWAN_BUMN	KARYAWAN_BUMD	KARYAWAN_HONORER	BURUH_HARIAN_LEPAS	BURUH_TANI_PERKEBUNAN	BURUH_NELAYAN_PERIKANAN	BURUH_PETERNAKAN	PEMBANTU_RUMAH_TANGGA	TUKANG_CUKUR	TUKANG_LISTRIK	TUKANG_BATU	TUKANG_KAYU	TUKANG_SOL_SEPATU	TUKANG_LAS_PANDAI_BESI	TUKANG_JAHIT	TUKANG_GIGI	PENATA_RIAS	PENATA_BUSANA	PENATA_RAMBUT	MEKANIK	SENIMAN	TABIB	PARAJI	PERANCANG_BUSANA	PENTERJEMAH	IMAM_MESJID	PENDETA	PASTOR	WARTAWAN	USTADZ_MUBALIGH	JURU_MASAK	PROMOTOR_ACARA	ANGGOTA_DPR_RI	ANGGOTA_DPD	ANGGOTA_BPK	PRESIDEN	WAKIL_PRESIDEN	ANGGOTA_MAHKAMAH_KONSTITUSI	ANGGOTA_KABINET_KEMENTERIAN	DUTA_BESAR	GUBERNUR	WAKIL_GUBERNUR	BUPATI	WAKIL_BUPATI	WALIKOTA	WAKIL_WALIKOTA	ANGGOTA_DPRD_PROVINSI	ANGGOTA_DPRD_KABUPATEN_KOTA	DOSEN	GURU	PILOT	PENGACARA	NOTARIS	ARSITEK	AKUNTAN	KONSULTAN	DOKTER	BIDAN	PERAWAT	APOTEKER	PSIKIATER_PSIKOLOG	PENYIAR_TELEVISI	PENYIAR_RADIO	PELAUT	PENELITI	SOPIR	PIALANG	PARANORMAL	PEDAGANG	PERANGKAT_DESA	KEPALA_DESA	BIARAWATI	WIRASWASTA	LAINNYA	JML_DUK
7304	JENEPONTO	730411	TAROWANG	7304112006	BALANGLOE TAROWANG	736	517	444	126	263	6	4	5	2	4	297	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	4	2	1	0	78	0	1253
7304	JENEPONTO	730411	TAROWANG	7304112007	BONTO UJUNG	568	475	361	160	210	4	13	1	1	2	166	0	11	0	0	3	1	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	2	0	1	0	89	0	1043
7304	JENEPONTO	730411	TAROWANG	7304112008	TINO	653	509	421	155	212	3	15	3	0	3	89	0	81	0	0	0	3	1	0	4	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	1	2	0	0	146	1	1162
7305	TAKALAR	730501	MAPPAKASUNGGU	7305011001	TAKALAR	2151	2273	1880	655	684	66	89	3	11	69	108	2	212	5	10	15	17	5	0	19	39	1	7	0	0	0	0	12	8	0	1	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	26	0	0	0	0	0	0	0	1	2	0	0	0	0	4	0	9	0	0	58	1	0	0	398	0	4424
7305	TAKALAR	730501	MAPPAKASUNGGU	7305012003	PATANI	1099	1329	1010	376	340	40	76	4	5	15	90	2	31	10	1	16	15	3	0	26	15	1	4	0	1	0	0	8	3	0	1	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	34	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	8	0	1	31	3	0	0	249	0	2428
7305	TAKALAR	730501	MAPPAKASUNGGU	7305012005	SANROBONE	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
7305	TAKALAR	730501	MAPPAKASUNGGU	7305012007	MATTIROBAJI	1640	1789	1548	512	208	1	6	0	0	3	14	1	1020	1	0	0	1	0	0	20	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	6	1	0	62	0	3429
7305	TAKALAR	730501	MAPPAKASUNGGU	7305012008	MACCINIBAJI	1907	1917	1813	633	366	1	11	1	0	0	266	0	631	0	0	3	0	0	0	9	0	1	3	0	0	0	0	1	2	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	50	0	3824
7305	TAKALAR	730501	MAPPAKASUNGGU	7305012009		395	451	374	121	105	7	22	0	2	2	38	0	31	0	0	5	4	0	0	11	24	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	12	1	0	0	71	0	846
7305	TAKALAR	730501	MAPPAKASUNGGU	7305012010		723	749	556	231	200	7	23	2	3	15	36	0	1	41	0	3	5	0	0	11	4	2	0	0	0	0	0	4	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	3	0	1	88	2	1	0	217	0	1472
7305	TAKALAR	730502	MANGARA BOMBANG	7305022001	LENGKESE	1727	1880	1169	735	669	26	63	8	9	33	436	0	5	7	0	18	19	4	0	14	16	2	0	1	0	1	0	7	3	0	6	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	22	0	0	17	2	1	0	295	0	3607
7305	TAKALAR	730502	MANGARA BOMBANG	7305022002	MANGADU	1584	1734	1092	509	653	17	74	9	9	12	254	3	5	3	0	40	40	7	1	15	6	0	0	0	0	0	0	10	2	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	1	1	0	0	0	0	19	0	45	0	0	59	0	0	0	415	0	3318
7305	TAKALAR	730502	MANGARA BOMBANG	7305022003	TOPEJAWA	1809	1988	1481	776	454	4	23	4	6	24	373	3	166	0	0	7	25	2	0	6	9	2	3	0	0	0	0	3	10	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	10	0	0	54	1	0	0	337	0	3797
7305	TAKALAR	730502	MANGARA BOMBANG	7305022004	LAKATONG	1285	1500	1093	576	412	10	21	5	0	13	395	4	12	0	0	4	7	0	0	8	13	3	1	0	0	0	0	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	13	0	8	0	0	3	4	1	0	164	0	2785
7305	TAKALAR	730502	MANGARA BOMBANG	7305022005	LAIKANG	2545	2673	1788	1145	673	13	22	1	2	23	1192	4	101	1	2	28	11	0	0	12	2	1	2	0	0	0	2	2	4	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	5	6	0	0	157	0	5218
7305	TAKALAR	730502	MANGARA BOMBANG	7305022006	PANYANGKALANG	1365	1470	1167	563	298	6	23	4	2	4	544	0	2	0	0	5	12	0	0	10	4	1	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	19	0	0	5	4	1	0	148	0	2835
7305	TAKALAR	730502	MANGARA BOMBANG	7305022007	BANGGAE	1773	1844	1674	485	392	5	21	8	3	39	284	1	152	2	1	18	16	1	0	4	36	2	1	1	2	1	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0	0	0	0	0	0	1	0	0	0	0	0	16	0	58	0	0	67	2	0	0	295	1	3617
7305	TAKALAR	730502	MANGARA BOMBANG	7305022008	BONTOMANAI	2292	2397	2008	845	509	9	16	5	8	18	794	3	11	4	2	21	23	0	0	14	45	9	1	0	2	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	2	0	0	0	0	8	0	21	0	0	15	7	2	0	270	0	4689
7305	TAKALAR	730502	MANGARA BOMBANG	7305022009	BONTOPARANG	1220	1319	992	448	282	0	12	6	3	9	525	3	0	2	0	20	6	0	0	6	17	2	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	24	1	0	23	4	0	0	142	0	2539
7305	TAKALAR	730502	MANGARA BOMBANG	7305022010	PATTOPPAKANG	1386	1509	992	622	368	6	17	4	2	12	694	1	2	4	2	4	22	0	0	5	4	0	3	2	2	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	16	0	0	6	0	1	0	89	0	2895
7305	TAKALAR	730502	MANGARA BOMBANG	7305022011	PUNAGA	1108	1192	864	431	206	6	20	2	0	2	593	2	85	0	0	0	7	0	0	7	1	2	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	3	1	1	0	52	0	2300
7305	TAKALAR	730502	MANGARA BOMBANG	7305022012	CIKOWANG	1517	1735	1207	607	425	9	22	2	2	8	597	2	41	0	1	3	27	0	0	8	24	11	0	0	0	0	0	7	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	42	0	13	0	0	23	0	1	0	151	0	3252
7305	TAKALAR	730503	POLOBANGKENG SELATAN	7305031001	PA'BUNDUKANG	1091	1191	972	333	315	32	80	2	11	17	196	0	1	7	3	16	22	3	0	9	10	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	16	0	0	10	0	0	0	211	0	2282
7305	TAKALAR	730503	POLOBANGKENG SELATAN	7305031002	PATTE'NE	1442	1726	1068	541	519	56	84	11	2	5	685	1	0	1	0	7	10	2	1	18	4	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	126	0	3168
7305	TAKALAR	730503	POLOBANGKENG SELATAN	7305031003	BONTOKADATTO	2968	3199	2010	1377	892	49	66	128	10	10	1209	4	0	1	0	6	16	6	0	22	25	26	0	0	1	0	0	5	6	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	14	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	25	0	0	11	1	0	0	234	0	6167
7305	TAKALAR	730503	POLOBANGKENG SELATAN	7305031004	CANREGO	1357	1552	1076	576	398	35	72	10	9	3	384	0	1	22	0	10	13	2	0	7	23	1	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	19	0	0	4	0	0	0	228	0	2909
7305	TAKALAR	730503	POLOBANGKENG SELATAN	7305032001		1624	1828	1114	585	553	37	60	16	4	1	797	1	0	0	0	2	8	2	0	19	2	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	9	4	0	0	210	0	3452
7305	TAKALAR	730503	POLOBANGKENG SELATAN	7305032002		1741	1919	1162	546	485	27	52	4	1	13	1047	0	1	1	2	10	14	2	1	40	5	1	0	0	0	0	0	7	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	6	0	0	10	4	1	0	194	0	3660
7305	TAKALAR	730503	POLOBANGKENG SELATAN	7305032003		2038	2266	1385	1005	647	27	37	4	3	1	922	0	0	0	0	10	28	1	0	13	24	2	12	0	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	0	0	6	3	1	0	140	0	4304
7305	TAKALAR	730503	POLOBANGKENG SELATAN	7305032004		1804	1863	1212	674	467	9	30	5	2	11	1057	0	0	2	0	8	13	3	0	11	4	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	3	0	0	0	2	1	0	127	0	3667
7305	TAKALAR	730504	POLOBANGKENG UTARA	7305041001	PANRANNUANGKU	1823	1963	1312	811	625	66	80	10	11	11	415	1	0	34	2	4	21	10	0	24	25	15	0	1	0	0	0	5	33	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	1	0	0	0	0	0	0	2	0	0	0	0	5	0	15	0	0	7	1	0	0	203	0	3786
7305	TAKALAR	730504	POLOBANGKENG UTARA	7305041002	MANNONGKOKI	2026	2273	1762	691	617	43	64	14	18	51	438	7	1	25	4	13	34	1	0	21	21	0	0	0	0	0	1	3	134	0	1	3	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0	17	0	0	14	1	0	0	262	0	4299
7305	TAKALAR	730504	POLOBANGKENG UTARA	7305041003	MALEWANG	1908	1968	1294	684	710	56	128	31	9	12	338	0	1	1	0	11	36	12	1	24	20	1	1	0	0	0	0	4	4	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	47	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	26	0	0	21	0	0	0	388	0	3876
7305	TAKALAR	730504	POLOBANGKENG UTARA	7305041004	PALLEKO	1702	1843	1413	611	511	72	145	12	29	38	282	0	0	10	0	7	47	17	5	15	4	0	0	0	0	0	0	3	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	29	0	0	0	0	0	0	1	3	3	0	0	0	0	0	0	18	0	0	13	3	0	0	246	0	3545
7305	TAKALAR	730504	POLOBANGKENG UTARA	7305041005	MATTOMPODALLE	1503	1502	1129	629	453	7	35	7	7	10	506	0	0	1	0	5	28	14	1	14	10	3	0	0	0	1	0	1	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	11	0	0	11	1	0	0	97	0	3005
7305	TAKALAR	730504	POLOBANGKENG UTARA	7305041006	PARANG LUARA	1018	1039	607	446	276	8	12	2	1	5	492	0	0	2	0	7	37	26	0	6	12	4	0	0	0	0	0	13	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	4	0	0	0	85	0	2057
7305	TAKALAR	730504	POLOBANGKENG UTARA	7305042001		2421	2634	1495	1200	685	32	50	9	2	11	1190	0	0	2	2	10	57	4	0	16	10	5	0	0	1	0	0	4	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	8	0	0	0	176	0	5055
7305	TAKALAR	730504	POLOBANGKENG UTARA	7305042002		1226	1260	731	713	207	8	18	3	1	4	637	0	1	0	0	3	11	8	0	2	24	7	0	1	1	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	16	0	0	3	4	0	0	66	0	2486
7305	TAKALAR	730504	POLOBANGKENG UTARA	7305042003		1431	1476	925	568	448	13	44	16	9	7	566	0	0	19	1	2	86	56	0	6	11	4	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	2	1	0	100	0	2907
7305	TAKALAR	730504	POLOBANGKENG UTARA	7305042004		1440	1430	973	462	332	15	24	6	4	3	870	2	0	0	0	5	34	3	0	10	8	2	0	2	0	0	1	9	3	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	12	0	0	2	2	1	1	76	0	2870
7305	TAKALAR	730504	POLOBANGKENG UTARA	7305042005		1519	1629	846	386	386	14	20	4	2	6	1337	2	0	0	0	2	19	1	0	9	1	4	0	0	1	0	2	2	3	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	8	0	0	1	4	1	0	69	0	3148
7305	TAKALAR	730504	POLOBANGKENG UTARA	7305042006		1802	1926	1050	608	587	11	27	5	3	0	1275	3	0	0	0	5	24	3	0	9	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	16	0	0	7	3	1	0	73	0	3728
7305	TAKALAR	730504	POLOBANGKENG UTARA	7305042007	LASSANG	1349	1350	906	548	317	9	11	5	3	7	752	10	0	0	0	10	20	0	0	5	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	3	2	0	0	72	0	2699
7305	TAKALAR	730504	POLOBANGKENG UTARA	7305042008	KAMPUNG BERU	1811	1982	1442	765	415	8	33	18	5	9	774	2	0	2	0	8	64	24	0	6	2	8	0	1	2	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	3	0	0	0	0	3	0	20	0	0	1	1	0	0	155	0	3793
7305	TAKALAR	730504	POLOBANGKENG UTARA	7305042009	PA_RAPPUNGANTA	800	802	439	326	298	12	13	0	2	21	276	1	0	39	0	0	76	35	2	4	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	45	0	1602
7305	TAKALAR	730505	GALESONG SELATAN	7305052006	BONTOKANANG	2012	2198	1703	918	408	8	20	4	1	23	118	1	602	7	1	10	38	0	0	12	15	4	45	0	0	0	0	15	4	0	1	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	97	4	1	0	134	0	4210
7305	TAKALAR	730505	GALESONG SELATAN	7305052007	BONTO MARANNU	1709	1878	1207	681	423	7	17	2	1	25	164	0	622	114	1	2	9	1	0	7	3	7	1	1	1	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	1	0	0	0	0	4	0	2	0	1	60	2	0	0	202	0	3587
7305	TAKALAR	730505	GALESONG SELATAN	7305052008	MANGINDARA	1158	1272	985	471	229	0	9	0	0	14	78	0	474	15	0	1	0	0	0	5	0	1	23	0	1	0	0	1	2	0	0	2	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0	1	14	3	0	0	87	0	2430
7305	TAKALAR	730505	GALESONG SELATAN	7305052009	BONTO KASSI	1574	1710	1278	552	493	21	57	5	6	12	463	2	16	5	1	3	36	2	0	13	15	1	3	0	0	0	1	8	0	0	0	0	0	0	0	0	3	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	50	1	0	0	215	0	3284
7305	TAKALAR	730505	GALESONG SELATAN	7305052011	BENTANG	1422	1538	1038	668	423	19	44	6	5	8	331	0	29	5	1	6	35	1	0	11	57	3	0	0	1	0	0	17	3	0	2	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	3	0	0	0	0	6	0	10	0	0	63	3	1	0	144	1	2960
7305	TAKALAR	730505	GALESONG SELATAN	7305052012	BARAMAMASE	1158	1245	912	516	221	5	11	4	1	32	337	1	37	1	0	3	11	1	0	10	22	4	3	0	0	0	1	1	2	0	2	3	0	1	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	94	2	1	0	147	0	2403
7305	TAKALAR	730505	GALESONG SELATAN	7305052013	SAWAKONG	1576	1681	1294	572	455	7	26	2	0	76	381	0	15	50	3	25	12	1	0	23	36	0	0	0	0	1	0	3	8	0	0	4	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	10	0	0	87	3	0	0	146	0	3257
7305	TAKALAR	730505	GALESONG SELATAN	7305052017		1116	1205	722	555	330	8	17	2	0	19	112	0	337	27	0	7	10	0	0	6	17	3	6	0	1	0	0	5	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	46	1	0	0	77	0	2321
7305	TAKALAR	730505	GALESONG SELATAN	7305052018		624	686	425	313	222	7	13	1	2	1	142	1	5	6	1	2	9	0	0	13	47	3	0	0	0	0	1	13	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	20	3	0	0	49	0	1310
7305	TAKALAR	730506	GALESONG UTARA	7305062001	PAKKABBA	1708	1776	1450	770	336	3	17	0	3	9	303	0	104	1	16	10	14	4	0	6	110	1	3	1	0	0	0	70	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	0	0	5	0	17	0	0	18	2	1	0	201	0	3484
7305	TAKALAR	730506	GALESONG UTARA	7305062002	BONTO LANRA	2398	2461	1566	1046	865	32	57	3	5	58	465	7	19	3	38	19	38	1	0	15	101	7	0	0	0	0	0	77	9	0	2	4	0	1	0	0	3	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	56	0	0	30	3	0	0	308	0	4859
7305	TAKALAR	730506	GALESONG UTARA	7305062003	AENG BATU-BATU	2568	2677	2075	904	758	10	22	2	3	16	94	1	808	5	10	3	44	1	0	4	60	1	3	1	0	0	0	42	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	1	4	1	0	0	0	1	12	0	8	0	0	8	4	1	0	320	0	5245
