kdkab	namakab	kdkec	namakec	kdkel	desakel	pra_sekolah	sd_sederajat	sltp_sederajat	slta_sederajat	perguruan_tinggi	
7307	SINJAI	730708	TELLU LIMPOE	7307082009	SUKAMAJU	258	412	253	254	2389
7307	SINJAI	730708	TELLU LIMPOE	7307082010	ERABARU	275	374	271	233	2532
7307	SINJAI	730708	TELLU LIMPOE	7307082011	SAMATURUE	213	336	173	147	1735
7307	SINJAI	730709	PULAU SEMBILAN	7307092001	PULAU HARAPAN	347	497	238	197	2213
7307	SINJAI	730709	PULAU SEMBILAN	7307092002	PULAU BUHUNG PITUE	181	251	130	128	1512
7307	SINJAI	730709	PULAU SEMBILAN	7307092003	PULAU PADAELO	105	199	85	68	805
7307	SINJAI	730709	PULAU SEMBILAN	7307092004	PULAU PERSATUAN	105	193	77	66	787
7308	BONE	730801	BONTOCANI	7308011001	KAHU	136	186	105	87	1028
7308	BONE	730801	BONTOCANI	7308012002	WATANGCANI	138	262	144	141	1759
7308	BONE	730801	BONTOCANI	7308012003	PATTUKU	142	230	159	122	1051
7308	BONE	730801	BONTOCANI	7308012004	BONTOJAI	238	443	194	125	1558
7308	BONE	730801	BONTOCANI	7308012005	BANA	168	375	219	170	1800
7308	BONE	730801	BONTOCANI	7308012006	PAMMUSURE	110	200	125	84	1057
7308	BONE	730801	BONTOCANI	7308012007	LANGI	194	332	187	158	1656
7308	BONE	730801	BONTOCANI	7308012008	ERE CINNONG	72	148	93	79	911
7308	BONE	730801	BONTOCANI	7308012009	BULUSIRUA	216	305	147	120	1269
7308	BONE	730801	BONTOCANI	7308012010	LAMONCONG	39	52	28	22	295
7308	BONE	730801	BONTOCANI	7308012011	MATTIRO WALIE	58	87	55	42	740
7308	BONE	730802	KAHU	7308021001	PALATTAE	211	365	219	194	2126
7308	BONE	730802	KAHU	7308022002	NUSA	88	229	115	109	1289
7308	BONE	730802	KAHU	7308022003	PASAKA	133	303	204	166	1993
7308	BONE	730802	KAHU	7308022004	LABUAJA	186	276	128	132	1341
7308	BONE	730802	KAHU	7308022005	CAKKELA	122	194	109	81	1009
7308	BONE	730802	KAHU	7308022006	BALLE	126	217	98	90	1161
7308	BONE	730802	KAHU	7308022007	MATAJANG	104	165	92	66	985
7308	BONE	730802	KAHU	7308022008	CENRANA	169	280	165	150	1827
7308	BONE	730802	KAHU	7308022009	SANREGO	219	480	251	226	3227
7308	BONE	730802	KAHU	7308022010	BIRU	284	487	227	241	3132
7308	BONE	730802	KAHU	7308022011	PALAKKA	250	415	226	152	2399
7308	BONE	730802	KAHU	7308022012	TOMPONG PATU	233	429	262	198	2744
7308	BONE	730802	KAHU	7308022013	HULO	181	316	163	121	2017
7308	BONE	730802	KAHU	7308022014	CAMMILO	108	191	85	70	913
7308	BONE	730802	KAHU	7308022015	CARIMA	81	148	79	63	809
7308	BONE	730802	KAHU	7308022016	MATTOANGING	33	71	41	35	466
7308	BONE	730802	KAHU	7308022017	ARALLAE	179	221	151	112	1499
7308	BONE	730802	KAHU	7308022018	BONTO PADANG	118	232	118	112	1311
7308	BONE	730802	KAHU	7308022019	LALEPO	56	103	53	50	745
7308	BONE	730802	KAHU	7308022020	MAGGENRAN	103	212	98	65	944
7308	BONE	730803	KAJUARA	7308031001	AWANG TANGKA	125	197	98	97	1385
7308	BONE	730803	KAJUARA	7308032002	RAJA	216	297	159	145	1790
7308	BONE	730803	KAJUARA	7308032003	ABBUMPUNGENG	93	176	131	100	1210
7308	BONE	730803	KAJUARA	7308032004	BULU TANAH	93	207	140	161	1837
7308	BONE	730803	KAJUARA	7308032005	GONA	315	462	235	202	2628
7308	BONE	730803	KAJUARA	7308032006	BUARENG	142	248	148	115	1470
7308	BONE	730803	KAJUARA	7308032007	POLEWALI	76	194	90	83	990
7308	BONE	730803	KAJUARA	7308032008	PADAELO	92	164	109	88	963
7308	BONE	730803	KAJUARA	7308032010	TARASU	335	495	213	193	2520
7308	BONE	730803	KAJUARA	7308032011	LEMO	125	218	144	119	1580
7308	BONE	730803	KAJUARA	7308032012	KALERO	283	454	216	160	2370
7308	BONE	730803	KAJUARA	7308032013	LAPPA BOSSE	216	360	231	171	1981
7308	BONE	730803	KAJUARA	7308032014	WAETUO2	183	215	133	123	1300
7308	BONE	730803	KAJUARA	7308032015	PUDE	306	387	181	153	2122
7308	BONE	730803	KAJUARA	7308032017	MASSANGKAE	195	385	199	151	1811
7308	BONE	730803	KAJUARA	7308032018	MALLAHAE	121	156	77	68	890
7308	BONE	730803	KAJUARA	7308032019		110	217	81	70	1019
7308	BONE	730803	KAJUARA	7308032020		42	113	54	61	701
7308	BONE	730804	SALOMEKKO	7308041001	PANCAITANA	196	342	176	182	1932
7308	BONE	730804	SALOMEKKO	7308042002	MALIMONGENG	335	455	272	269	2240
7308	BONE	730804	SALOMEKKO	7308042003	MANERA	155	169	80	104	1097
7308	BONE	730804	SALOMEKKO	7308042004	ULU BALANG	286	333	200	189	1975
7308	BONE	730804	SALOMEKKO	7308042005	GATTARENG	274	479	286	282	2574
7308	BONE	730804	SALOMEKKO	7308042006	BELLU	78	149	87	97	1201
7308	BONE	730804	SALOMEKKO	7308042007	TEBBA	89	141	91	77	848
7308	BONE	730804	SALOMEKKO	7308042008	MAPPATOBA	138	221	130	133	1540
7308	BONE	730805	TONRA	7308052001	BULU-BULU	285	455	269	218	2805
7308	BONE	730805	TONRA	7308052002	GARECCING	85	173	67	69	738
7308	BONE	730805	TONRA	7308052003	BICCOING	137	231	127	97	1187
7308	BONE	730805	TONRA	7308052004	UJUNGE	63	103	48	56	525
7308	BONE	730805	TONRA	7308052005	LIBURENG	89	160	87	76	942
7308	BONE	730805	TONRA	7308052006	RAPPA	98	141	62	40	581
7308	BONE	730805	TONRA	7308052007	BACU	84	134	66	72	643
7308	BONE	730805	TONRA	7308052008	MUARA	59	92	50	29	535
7308	BONE	730805	TONRA	7308052009	BONEPUTE	53	74	41	35	507
7308	BONE	730805	TONRA	7308052010	PADATUO	158	246	155	114	1181
7308	BONE	730805	TONRA	7308052011	SAMAENRE	109	175	83	81	722
7308	BONE	730806	LIBURENG	7308061001	TANABATUE	162	354	226	211	2515
7308	BONE	730806	LIBURENG	7308062002	TOMPOBULU	54	132	92	68	884
7308	BONE	730806	LIBURENG	7308062003	TAPPALE	123	214	146	119	1749
7308	BONE	730806	LIBURENG	7308062004	POLEWALI	69	171	84	94	1098
7308	BONE	730806	LIBURENG	7308062005	PITUMPIDANGE	191	308	170	154	1911
7308	BONE	730806	LIBURENG	7308062006	BUNE	102	234	132	89	1824
7308	BONE	730806	LIBURENG	7308062007	SWADAYA	63	109	73	58	798
7308	BONE	730806	LIBURENG	7308062008	BINUANG	102	214	109	71	1149
7308	BONE	730806	LIBURENG	7308062009	MALLINRUN	163	318	167	137	1872
7308	BONE	730806	LIBURENG	7308062010	CEPPAGA	129	217	137	144	1696
7308	BONE	730806	LIBURENG	7308062011	BARINGENG	77	174	92	50	1053
7308	BONE	730806	LIBURENG	7308062012	MARIO	115	199	86	88	1137
7308	BONE	730806	LIBURENG	7308062013	WANUAWARU	150	219	149	145	1545
7308	BONE	730806	LIBURENG	7308062014	MATTIROWALIE	124	184	110	108	1317
7308	BONE	730806	LIBURENG	7308062015	POLEONRO	90	179	117	91	1016
7308	BONE	730806	LIBURENG	7308062016	MATTIRO BULU	100	195	140	100	1089
7308	BONE	730806	LIBURENG	7308062017	MATTIRO DECENG	76	115	60	44	697
7308	BONE	730806	LIBURENG	7308062018	SUWA	100	177	87	113	840
7308	BONE	730806	LIBURENG	7308062019	LABURASSE	101	160	66	82	887
7308	BONE	730806	LIBURENG	7308062020	PONRE-PONPONRE	123	187	103	127	1268
7308	BONE	730807	MARE	7308071001	PADAELO	84	204	84	79	1159
7308	BONE	730807	MARE	7308072002	MATTIRO WALIE	64	135	51	53	609
7308	BONE	730807	MARE	7308072003	MARIO	168	302	144	122	1527
7308	BONE	730807	MARE	7308072004	UJUNG SALANGKETO	131	232	90	98	1048
7308	BONE	730807	MARE	7308072005	TELLU BOCCOE	106	176	85	73	1193
7308	BONE	730807	MARE	7308072006	MATTAMPA WALIE	92	185	72	69	835
7308	BONE	730807	MARE	7308072007	UJUNG TANAH	175	313	176	167	1721
7308	BONE	730807	MARE	7308072008	SUMALING	123	167	116	100	1006
7308	BONE	730807	MARE	7308072009	TELLONGENG	232	379	148	163	1948
7308	BONE	730807	MARE	7308072010	DATA	99	148	61	52	623
7308	BONE	730807	MARE	7308072011	BATU GADING	171	373	167	149	1548
7308	BONE	730807	MARE	7308072012	CEGE	84	171	104	84	935
7308	BONE	730807	MARE	7308072013	KADAI	115	206	111	102	1097
7308	BONE	730807	MARE	7308072014	LAKUKANG	139	211	107	84	1026
7308	BONE	730807	MARE	7308072015	PATTIRO	116	179	100	118	957
7308	BONE	730807	MARE	7308072016	LAPASA	118	209	120	103	1154
7308	BONE	730807	MARE	7308072017	KARELLA	80	153	65	71	782
7308	BONE	730807	MARE	7308072018	LAPPA UPANG	85	207	107	93	927
7308	BONE	730808	SIBULUE	7308081001	MAROANGING	102	259	126	133	1870
7308	BONE	730808	SIBULUE	7308082002	PATTIRO BAJO	98	175	106	84	1148
7308	BONE	730808	SIBULUE	7308082003	MASSENRENGPULU	64	198	111	109	1223
7308	BONE	730808	SIBULUE	7308082004	TUNRENG TELLUE	115	222	115	128	1400
7308	BONE	730808	SIBULUE	7308082005	POLEWALI	92	170	98	86	975
7308	BONE	730808	SIBULUE	7308082006	TADANG PALIE	131	218	91	87	1227
7308	BONE	730808	SIBULUE	7308082007	CINNONG	116	197	121	130	1406
7308	BONE	730808	SIBULUE	7308082008	MALLUSE TASI	99	256	171	140	1593
7308	BONE	730808	SIBULUE	7308082009	PAKKASALO	107	236	124	141	1488
7308	BONE	730808	SIBULUE	7308082010	PATTIRO SOMPE	156	393	258	282	2526
7308	BONE	730808	SIBULUE	7308082011	AJANG PULU	63	136	64	79	742
7308	BONE	730808	SIBULUE	7308082012	SUMPANG MINANGAE	140	233	133	115	1236
7308	BONE	730808	SIBULUE	7308082013	MABBIRING	120	183	91	82	865
7308	BONE	730808	SIBULUE	7308082014	PASAKA	205	323	125	124	1632
7308	BONE	730808	SIBULUE	7308082015	KALIBONG	105	200	103	107	1086
7308	BONE	730808	SIBULUE	7308082016	PATTIRO RIOLO	196	427	219	192	2151
7308	BONE	730808	SIBULUE	7308082017	LETTE TANAH	95	217	93	122	1150
7308	BONE	730808	SIBULUE	7308082018	MANAJENG	161	264	126	121	1344
7308	BONE	730808	SIBULUE	7308082019	BULIE	83	143	57	53	681
7308	BONE	730808	SIBULUE	7308082020	BALIENG TOA	87	183	201	163	1655
7308	BONE	730809	BAREBBO	7308092001	BACU	63	133	71	81	881
7308	BONE	730809	BAREBBO	7308092002	LAMPOKO	105	185	109	108	1297
7308	BONE	730809	BAREBBO	7308092003	CONGKO	77	138	93	79	1130
7308	BONE	730809	BAREBBO	7308092004	WOLLANGI	53	102	68	36	580
7308	BONE	730809	BAREBBO	7308092005	PARIPPUNG	93	147	78	70	858
7308	BONE	730809	BAREBBO	7308092006	APALA	225	367	185	194	2261
7308	BONE	730809	BAREBBO	7308092007	BAREBBO	139	258	117	128	1388
7308	BONE	730809	BAREBBO	7308092009	KADING	263	470	235	239	2890
7308	BONE	730809	BAREBBO	7308092010	KAJAOLALIDDONG	118	205	119	117	1358
7308	BONE	730809	BAREBBO	7308092011	SAMAELO	95	200	105	94	1340
7308	BONE	730809	BAREBBO	7308092012	CORAWALIE	179	340	162	152	1786
7308	BONE	730809	BAREBBO	7308092013	TALUNGENG	81	149	81	56	1049
7308	BONE	730809	BAREBBO	7308092014	WATU	181	393	202	178	2004
7308	BONE	730809	BAREBBO	7308092015	CINGKANG	33	58	40	37	465
7308	BONE	730809	BAREBBO	7308092016	CINNONG	34	72	46	37	411
7308	BONE	730809	BAREBBO	7308092017	CEMPANIGA	51	91	52	44	424
7308	BONE	730809	BAREBBO	7308092018	SUGIALE	121	195	96	95	1011
7308	BONE	730809	BAREBBO	7308092019		125	299	163	125	1732
7308	BONE	730810	CINA	7308101001	TANETE	225	403	237	202	2438
7308	BONE	730810	CINA	7308102002	ARASOE	257	501	267	227	2709
7308	BONE	730810	CINA	7308102003	TANETE HARAPAN	117	211	111	103	1250
7308	BONE	730810	CINA	7308102004	LOMPU	69	266	213	195	1963
7308	BONE	730810	CINA	7308102005	WELENRENG	211	375	204	216	2346
7308	BONE	730810	CINA	7308102006	AJANGPULU	132	280	120	137	1502
7308	BONE	730810	CINA	7308102007	PADANG LO	85	180	121	111	1064
7308	BONE	730810	CINA	7308102008	ABBUMPUNGENG	199	400	217	190	2230
7308	BONE	730810	CINA	7308102009	KAWERANG	183	246	155	126	1474
7308	BONE	730810	CINA	7308102010	AWO	161	273	147	151	1551
7308	BONE	730810	CINA	7308102011	KANCO	80	166	88	78	829
7308	BONE	730810	CINA	7308102012	CINENNUNG	168	294	157	121	1727
7308	BONE	730811	PONRE	7308112001	MAPPESANGKA	154	312	199	173	2343
7308	BONE	730811	PONRE	7308112002	SALEBBA	79	182	78	73	909
7308	BONE	730811	PONRE	7308112003	MATTAMPAE	57	154	91	64	930
7308	BONE	730811	PONRE	7308112004	PATTIMPA	196	404	207	189	2218
7308	BONE	730811	PONRE	7308112005	TELLU BOCCOE	167	322	149	147	1397
7308	BONE	730811	PONRE	7308112006	TURU ADAE	100	219	119	99	1321
7308	BONE	730811	PONRE	7308112007	SALAMPE	76	112	50	43	583
7308	BONE	730811	PONRE	7308112008	POLEONRO	82	152	76	71	678
7308	BONE	730811	PONRE	7308112009	BOLLI	173	348	178	169	1542
7308	BONE	730812	LAPPARIAJA	7308122001	MATTAMPA WALIE	228	431	261	222	3002
7308	BONE	730812	LAPPARIAJA	7308122002	LILI RIATTANG	241	452	255	265	2998
7308	BONE	730812	LAPPARIAJA	7308122003	SENGENG PALIE	229	461	223	234	2841
7308	BONE	730812	LAPPARIAJA	7308122004	TENRI PAKKUA	251	410	229	278	2835
7308	BONE	730812	LAPPARIAJA	7308122005	PATANGKAI	223	387	214	198	3054
7308	BONE	730812	LAPPARIAJA	7308122006	UJUNG LAMURU	242	388	227	212	2558
7308	BONE	730812	LAPPARIAJA	7308122007	PATTUKU LIMPOE	250	461	287	252	2918
7308	BONE	730812	LAPPARIAJA	7308122008	WAEKECCEE	147	281	143	186	1930
7308	BONE	730812	LAPPARIAJA	7308122009	TONRONGE	167	273	194	211	2169
7308	BONE	730813	LAMURU	7308131001	LALEBATA	103	236	133	130	1538
7308	BONE	730813	LAMURU	7308132002	MATTAMPA WALIE	94	264	174	145	2058
7308	BONE	730813	LAMURU	7308132003	POLEONRO	115	194	122	112	1473
7308	BONE	730813	LAMURU	7308132004	SENGENG PALIE	124	249	141	129	1573
7308	BONE	730813	LAMURU	7308132005	MATTAMPA BULU	186	411	202	270	3021
7308	BONE	730813	LAMURU	7308132006	TURUCINNAE	225	408	237	220	2669
7308	BONE	730813	LAMURU	7308132007	SEBERANG	65	129	98	99	1229
7308	BONE	730813	LAMURU	7308132008	MASSENRENPULU	173	390	200	198	2147
7308	BONE	730813	LAMURU	7308132009	MAMMINASAE	87	248	145	142	1662
7308	BONE	730813	LAMURU	7308132010	PADAELO	115	177	130	112	1301
7308	BONE	730813	LAMURU	7308132011	BARUGAE	89	173	131	163	1526
7308	BONE	730813	LAMURU	7308132012	BARAKKAE	130	277	185	167	1780
7308	BONE	730814	ULAWENG	7308141001	CINNONG	87	164	77	106	1162
7308	BONE	730814	ULAWENG	7308142002	LILINA AJANGALE	233	396	199	215	2309
7308	BONE	730814	ULAWENG	7308142003	CANI SIRENRENG	130	266	148	147	1806
7308	BONE	730814	ULAWENG	7308142004	ULAWENG CINNONG	168	338	196	206	2347
7308	BONE	730814	ULAWENG	7308142005	PALLAWA RUKKA	59	158	97	71	904
7308	BONE	730814	ULAWENG	7308142006	JOMPIE	93	138	104	90	1126
7308	BONE	730814	ULAWENG	7308142007	SAPPE WALIE	222	308	181	166	1816
7308	BONE	730814	ULAWENG	7308142008	LAMAKKARASENG	68	132	75	96	987
7308	BONE	730814	ULAWENG	7308142009	MULA MENREE	131	245	160	149	1642
7308	BONE	730814	ULAWENG	7308142010	TEAMUSU	150	284	190	165	2510
7308	BONE	730814	ULAWENG	7308142011	TEA MALALA	34	114	72	55	885
7308	BONE	730814	ULAWENG	7308142012	GALUNG	118	184	79	92	1237
7308	BONE	730814	ULAWENG	7308142013	TADANG PALIE	36	143	69	87	1136
7308	BONE	730814	ULAWENG	7308142014	TIMUSU	97	169	89	102	1183
7308	BONE	730814	ULAWENG	7308142015	MANURUNGE	159	274	149	164	2061
7308	BONE	730815	PALAKKA	7308152001	CINENNUNG	136	194	102	132	1233
7308	BONE	730815	PALAKKA	7308152002	SIAME	76	183	105	84	994
7308	BONE	730815	PALAKKA	7308152003	PASEMPE	148	263	176	161	1895
7308	BONE	730815	PALAKKA	7308152004	URENG	76	159	87	95	903
7308	BONE	730815	PALAKKA	7308152005	USA	132	227	127	134	1546
7308	BONE	730815	PALAKKA	7308152006	MICO	197	297	165	121	1700
7308	BONE	730815	PALAKKA	7308152007	BAINANG	115	146	83	78	909
7308	BONE	730815	PALAKKA	7308152008	PASSIPPO	153	263	111	106	1358
7308	BONE	730815	PALAKKA	7308152009	TANAH TENGA	80	160	94	93	1150
7308	BONE	730815	PALAKKA	7308152010	TIRONG	159	270	120	104	1370
7308	BONE	730815	PALAKKA	7308152011	MATTANETE BUA	107	181	109	104	1145
7308	BONE	730815	PALAKKA	7308152012	MADURI	50	73	60	39	662
7308	BONE	730815	PALAKKA	7308152013	MELLE	165	228	120	148	1586
7308	BONE	730815	PALAKKA	7308152014	LEMO APE	115	242	146	162	1784
7308	BONE	730815	PALAKKA	7308152015	PANYILI	108	176	106	69	1063
7308	BONE	730816	AWANGPONE	7308161001	MACCOPE	146	222	136	120	1815
7308	BONE	730816	AWANGPONE	7308162002	CAREBBU	231	358	253	185	2306
7308	BONE	730816	AWANGPONE	7308162003	CUMPIGA	63	128	77	81	1009
7308	BONE	730816	AWANGPONE	7308162004	PACCING	180	307	212	187	2209
7308	BONE	730816	AWANGPONE	7308162005	LETTEKKO	78	204	109	115	1253
7308	BONE	730816	AWANGPONE	7308162006	MATUJU	97	195	96	100	1237
7308	BONE	730816	AWANGPONE	7308162007	UNRA	140	231	113	127	1429
7308	BONE	730816	AWANGPONE	7308162008	KADING	112	204	112	130	1433
7308	BONE	730816	AWANGPONE	7308162009	MALLARI	245	388	204	181	1998
7308	BONE	730816	AWANGPONE	7308162010	KAJUARA	136	230	119	93	1138
7308	BONE	730816	AWANGPONE	7308162011	JALING	222	325	179	172	2019
7308	BONE	730816	AWANGPONE	7308162012	BULUMPAREE	71	152	89	108	992
7308	BONE	730816	AWANGPONE	7308162013	ABBANUANG	107	195	136	82	1180
7308	BONE	730816	AWANGPONE	7308162014	LAPPO ASE	209	308	154	189	2253
7308	BONE	730816	AWANGPONE	7308162015	AWO LAGADING	77	109	58	75	838
7308	BONE	730816	AWANGPONE	7308162016	CARI GADING	92	142	91	68	921
7308	BONE	730816	AWANGPONE	7308162017	CAKKE BONE	70	126	59	55	834
7308	BONE	730816	AWANGPONE	7308162018	MAPPALO ULAWENG	70	115	59	61	678
7308	BONE	730817	TELLU SIATTINGE	7308171001	OTTING	211	355	183	172	1866
7308	BONE	730817	TELLU SIATTINGE	7308171002	TOKASENG	159	264	165	131	1831
7308	BONE	730817	TELLU SIATTINGE	7308172003	PALONGKI	132	240	165	162	1969
7308	BONE	730817	TELLU SIATTINGE	7308172004	TAJONG	151	259	178	190	1870
7308	BONE	730817	TELLU SIATTINGE	7308172005	ULO	347	627	406	347	5064
7308	BONE	730817	TELLU SIATTINGE	7308172006	LANCA	140	257	153	161	1810
7308	BONE	730817	TELLU SIATTINGE	7308172007	ITTERUNG	244	372	203	205	2632
7308	BONE	730817	TELLU SIATTINGE	7308172008	MATTOANGING	180	280	174	190	1850
7308	BONE	730817	TELLU SIATTINGE	7308172009	LAMURU	433	782	465	470	4664
7308	BONE	730817	TELLU SIATTINGE	7308172010	WAJI	219	373	217	240	2787
7308	BONE	730817	TELLU SIATTINGE	7308172011	AJJALIRENG	100	171	90	101	1352
7308	BONE	730817	TELLU SIATTINGE	7308172012	SIJELLING	215	408	212	269	2733
7308	BONE	730817	TELLU SIATTINGE	7308172013	LEA	155	256	137	150	1608
7308	BONE	730817	TELLU SIATTINGE	7308172014	PADAIDI	69	178	128	84	1434
7308	BONE	730817	TELLU SIATTINGE	7308172015	PONGKA	109	178	89	103	1439
7308	BONE	730817	TELLU SIATTINGE	7308172016	LAPPAE	115	140	91	98	1084
7308	BONE	730817	TELLU SIATTINGE	7308172017	PATANGNGA	116	229	126	137	1664
7308	BONE	730818	AJANGALE	7308182001	POMPANUA	324	528	275	311	3440
7308	BONE	730818	AJANGALE	7308182003	WELADO	270	430	209	195	2460
7308	BONE	730818	AJANGALE	7308182004	PINCENG PUTE	123	211	110	109	1143
7308	BONE	730818	AJANGALE	7308182005	OPO	162	224	106	140	1602
7308	BONE	730818	AJANGALE	7308182006	LABISSA	74	138	63	72	709
7308	BONE	730818	AJANGALE	7308182007	TIMURUNG	111	308	183	172	2583
7308	BONE	730818	AJANGALE	7308182008	LEPPANGENG	135	167	119	129	1637
7308	BONE	730818	AJANGALE	7308182009	ALLAMUNGENG PATUE	62	151	78	102	1221
7308	BONE	730818	AJANGALE	7308182010	AMESSANGENG	83	141	76	51	930
7308	BONE	730818	AJANGALE	7308182011	LEBBAE	97	203	105	119	1792
7308	BONE	730818	AJANGALE	7308182012	MANCIRI	110	224	111	120	1811
7308	BONE	730818	AJANGALE	7308182013	TELLE	130	213	113	138	1793
7308	BONE	730818	AJANGALE	7308182014		113	198	103	118	1744
7308	BONE	730818	AJANGALE	7308182015		208	330	175	189	2432
7308	BONE	730819	DUA BOCCOE	7308191001	UNNYI	97	174	83	75	1008
7308	BONE	730819	DUA BOCCOE	7308192002	MARIO	115	237	172	163	2267
7308	BONE	730819	DUA BOCCOE	7308192003	LACCORI	107	198	146	119	1572
7308	BONE	730819	DUA BOCCOE	7308192004	PATTIRO	133	260	134	117	1791
7308	BONE	730819	DUA BOCCOE	7308192005	CABBENG	103	231	115	164	1653
7308	BONE	730819	DUA BOCCOE	7308192006	PANYILI	131	240	147	157	1852
7308	BONE	730819	DUA BOCCOE	7308192007	SANRANGENG	140	192	109	114	1571
7308	BONE	730819	DUA BOCCOE	7308192008	SAILONG	116	203	141	108	1415
7308	BONE	730819	DUA BOCCOE	7308192009	MELLE	130	260	118	116	1531
7308	BONE	730819	DUA BOCCOE	7308192010	PAKKASALO	198	294	159	184	2277
7308	BONE	730819	DUA BOCCOE	7308192011	TAWAROE	192	275	173	166	1733
7308	BONE	730819	DUA BOCCOE	7308192012	ULOE	136	229	142	136	1892
7308	BONE	730819	DUA BOCCOE	7308192013	UJUNG	77	153	71	87	1000
7308	BONE	730819	DUA BOCCOE	7308192014	PADACENGNGA	76	119	75	81	756
7308	BONE	730819	DUA BOCCOE	7308192015	LALLATANG	91	124	91	107	1288
7308	BONE	730819	DUA BOCCOE	7308192016	KAMPOTI	56	118	70	72	910
7308	BONE	730819	DUA BOCCOE	7308192017	PRAJA MAJU	49	126	86	78	1306
7308	BONE	730819	DUA BOCCOE	7308192018	TOCINA	60	107	60	68	708
7308	BONE	730819	DUA BOCCOE	7308192019	TEMPE	55	107	80	60	831
7308	BONE	730819	DUA BOCCOE	7308192020	SOLO	91	129	85	61	731
7308	BONE	730819	DUA BOCCOE	7308192022	MATAJANG	38	85	37	46	410
7308	BONE	730819	DUA BOCCOE	7308192023		48	67	30	33	457
7308	BONE	730820	CENRANA	7308201001	UJUNG TANAH	171	305	158	138	1863
7308	BONE	730820	CENRANA	7308202002	PACUBBE	69	163	97	108	1215
7308	BONE	730820	CENRANA	7308202003	PANYIWI	140	270	157	151	1592
7308	BONE	730820	CENRANA	7308202004	LATONRO	105	153	93	85	1215
7308	BONE	730820	CENRANA	7308202005	WATU	122	230	110	113	1363
7308	BONE	730820	CENRANA	7308202006	NAGA ULEN	111	183	104	101	1177
7308	BONE	730820	CENRANA	7308202007	CENRANA	202	361	255	227	2767
7308	BONE	730820	CENRANA	7308202008	PALLIME	133	227	106	111	1349
7308	BONE	730820	CENRANA	7308202009	LAONI	71	105	50	48	646
7308	BONE	730820	CENRANA	7308202010	LABOTTO	139	286	211	204	2033
7308	BONE	730820	CENRANA	7308202011	WATANG CENRANA	227	373	220	237	2615
7308	BONE	730820	CENRANA	7308202012	WATANG LA	116	278	162	158	1690
7308	BONE	730820	CENRANA	7308202013	AJALLASSE	74	177	108	89	923
7308	BONE	730820	CENRANA	7308202014		32	125	68	61	626
7308	BONE	730820	CENRANA	7308202015	PALLAE	87	159	99	95	948
7308	BONE	730820	CENRANA	7308202016	WATANG TA	80	151	90	87	1142
7308	BONE	730821	TANETE RIATTANG	7308211001	BIRU	876	1329	654	624	7800
7308	BONE	730821	TANETE RIATTANG	7308211002	TA_	593	959	546	540	6557
7308	BONE	730821	TANETE RIATTANG	7308211003	WATAMPONE	548	761	487	436	6709
7308	BONE	730821	TANETE RIATTANG	7308211004	BUKAKA	414	602	329	272	4131
7308	BONE	730821	TANETE RIATTANG	7308211005	PAPPOLO	159	299	131	164	1945
7308	BONE	730821	TANETE RIATTANG	7308211006	MANURUNGNGE	632	1066	660	655	9254
7308	BONE	730821	TANETE RIATTANG	7308211007	WALENNAE	273	385	195	177	2407
7308	BONE	730821	TANETE RIATTANG	7308211008	MASUMPU	693	1105	598	566	7472
7308	BONE	730822	TANETE RIATTANG BARAT	7308221001	MACEGE	883	1535	1003	967	12515
7308	BONE	730822	TANETE RIATTANG BARAT	7308221002	MATTIRO WALIE	346	490	258	241	2888
7308	BONE	730822	TANETE RIATTANG BARAT	7308221003	MACANANG	754	1219	761	619	8042
7308	BONE	730822	TANETE RIATTANG BARAT	7308221004	MAJANG	182	348	193	202	2168
7308	BONE	730822	TANETE RIATTANG BARAT	7308221005	BULU TEMPE	491	861	517	470	5189
7308	BONE	730822	TANETE RIATTANG BARAT	7308221006	JEPPEE	481	830	453	389	5923
7308	BONE	730822	TANETE RIATTANG BARAT	7308221007	POLEWALI	117	315	167	154	1715
7308	BONE	730822	TANETE RIATTANG BARAT	7308221008	WATANG PALAKKA	200	376	215	161	2313
7308	BONE	730823	TANETE RIATTANG TIMUR	7308231001	BAJOE	873	1496	742	627	7448
7308	BONE	730823	TANETE RIATTANG TIMUR	7308231002	CELLU	313	509	245	269	2912
7308	BONE	730823	TANETE RIATTANG TIMUR	7308231003	PANYULA	518	965	490	385	5384
7308	BONE	730823	TANETE RIATTANG TIMUR	7308231004	WAETUO	360	584	271	260	3145
7308	BONE	730823	TANETE RIATTANG TIMUR	7308231005	PALLETTE	150	244	111	90	1320
7308	BONE	730823	TANETE RIATTANG TIMUR	7308231006	TIBOJONG	440	705	321	300	3295
7308	BONE	730823	TANETE RIATTANG TIMUR	7308231007	TORO	538	767	364	368	4218
7308	BONE	730823	TANETE RIATTANG TIMUR	7308231008	LONRAE	761	1264	634	636	7651
7308	BONE	730824	AMALI	7308242001	LILI RIATTANG	44	102	64	60	969
7308	BONE	730824	AMALI	7308242002	MATTARO PURAE	123	214	145	137	1758
7308	BONE	730824	AMALI	7308242003	ULAWENG RIAJA	60	192	124	112	2101
7308	BONE	730824	AMALI	7308242004	WAEMPUBBUE	153	292	173	177	2377
7308	BONE	730824	AMALI	7308242005	WAEMPUTTANGE	60	114	55	65	992
7308	BONE	730824	AMALI	7308242006	AMALI RIATTANG	41	98	110	68	1095
7308	BONE	730824	AMALI	7308242007	TASSIPI	67	137	84	92	1247
