kdkab	namakab	kdkec	namakec	kdkel	desakel	pra_sekolah	sd_sederajat	sltp_sederajat	slta_sederajat	perguruan_tinggi	
7313	WAJO	731305	MAJAULENG	7313052015	L I U	76	174	82	91	1304
7313	WAJO	731305	MAJAULENG	7313052016	TELLU LIMPOE	99	184	104	91	1368
7313	WAJO	731305	MAJAULENG	7313052017	BOTTO PENNO	56	107	69	57	813
7313	WAJO	731305	MAJAULENG	7313052018	WATAN RUMPIA	93	181	83	100	1091
7313	WAJO	731306	TEMPE	7313061001	SIENGKANG	219	359	158	151	2527
7313	WAJO	731306	TEMPE	7313061002	PATTIROSOMPE	164	349	152	134	2160
7313	WAJO	731306	TEMPE	7313061003	TEMPE	507	978	479	425	5833
7313	WAJO	731306	TEMPE	7313061004	MADDUKKELLENG	506	815	449	404	5933
7313	WAJO	731306	TEMPE	7313061005	WATALLIPUE	246	345	187	199	3281
7313	WAJO	731306	TEMPE	7313061006	MATTIROTAPPARENG	288	586	275	287	4134
7313	WAJO	731306	TEMPE	7313061007	LAELO	143	234	119	95	1756
7313	WAJO	731306	TEMPE	7313061008	SALOMENRALENG	92	162	104	102	1453
7313	WAJO	731306	TEMPE	7313061009	CEMPALAGI	225	413	214	197	2289
7313	WAJO	731306	TEMPE	7313061010	LAPONGKODA	445	716	377	345	4852
7313	WAJO	731306	TEMPE	7313061011	TEDDAOPU	448	636	287	281	4338
7313	WAJO	731306	TEMPE	7313061012	PADDUPPA	313	434	213	221	3493
7313	WAJO	731306	TEMPE	7313061013	WIRINGPALENNAE	286	443	226	215	3029
7313	WAJO	731306	TEMPE	7313061014	ATAKKAE	305	586	317	281	3905
7313	WAJO	731306	TEMPE	7313061015	SITAMPAE	117	177	112	97	1633
7313	WAJO	731306	TEMPE	7313061016	BULUPABBULU	266	439	212	233	3258
7313	WAJO	731307	BELAWA	7313071001	MACERO	135	256	138	159	2062
7313	WAJO	731307	BELAWA	7313071002	MALAKKE	212	370	233	196	2565
7313	WAJO	731307	BELAWA	7313071003	BELAWA	222	376	222	214	2910
7313	WAJO	731307	BELAWA	7313071005	LEPPANGENG	85	144	72	70	1036
7313	WAJO	731307	BELAWA	7313072004	ONGKOE	278	502	278	297	3692
7313	WAJO	731307	BELAWA	7313072005		219	394	247	237	3133
7313	WAJO	731307	BELAWA	7313072006	WELE	208	413	249	225	3163
7313	WAJO	731307	BELAWA	7313072007	LIMPO RILAU	170	341	181	171	2823
7313	WAJO	731307	BELAWA	7313072008	SAPPA	382	554	278	267	4124
7313	WAJO	731307	BELAWA	7313072009	LAUTANG	202	302	165	172	2773
7313	WAJO	731308	TANA SITOLO	7313081001	TANCUNG	169	288	134	114	2003
7313	WAJO	731308	TANA SITOLO	7313081002	MAPPADAELO	164	249	126	132	1929
7313	WAJO	731308	TANA SITOLO	7313081003	PINCENGPUTE	204	309	169	155	2423
7313	WAJO	731308	TANA SITOLO	7313081004	BARU TANCUNG	139	210	95	82	1584
7313	WAJO	731308	TANA SITOLO	7313082005	NEPO	89	173	89	82	1358
7313	WAJO	731308	TANA SITOLO	7313082006	LOWA	89	151	71	94	1038
7313	WAJO	731308	TANA SITOLO	7313082007	INALIPUE	124	225	122	102	1912
7313	WAJO	731308	TANA SITOLO	7313082008	PAKKANNA	163	274	152	145	2319
7313	WAJO	731308	TANA SITOLO	7313082009	WAJORIAJA	116	220	100	110	1372
7313	WAJO	731308	TANA SITOLO	7313082010	WEWANGREWU	163	294	149	163	2788
7313	WAJO	731308	TANA SITOLO	7313082011	WAETUWO	129	236	120	107	1952
7313	WAJO	731308	TANA SITOLO	7313082012	ASSORAJANG	320	585	317	296	3573
7313	WAJO	731308	TANA SITOLO	7313082013	UJUNGE	161	207	102	125	1667
7313	WAJO	731308	TANA SITOLO	7313082014		106	222	108	122	1430
7313	WAJO	731308	TANA SITOLO	7313082015	MARIO	93	199	99	103	1321
7313	WAJO	731308	TANA SITOLO	7313082016	PALIPPU	118	165	78	84	1279
7313	WAJO	731308	TANA SITOLO	7313082017	TONRALIPUE	61	98	47	50	753
7313	WAJO	731308	TANA SITOLO	7313082018	UJUNG BARU	94	201	94	100	1336
7313	WAJO	731308	TANA SITOLO	7313082019	MANNAGAE	150	235	118	121	1986
7313	WAJO	731309	MANIANG PAJO	7313091001	ANABANUA	291	545	307	273	3503
7313	WAJO	731309	MANIANG PAJO	7313091002	DUA LIMPOE	168	297	132	152	2122
7313	WAJO	731309	MANIANG PAJO	7313091003	TANGKOLI	131	242	113	107	1350
7313	WAJO	731309	MANIANG PAJO	7313092004	MATTIROWALIE	168	274	152	163	2102
7313	WAJO	731309	MANIANG PAJO	7313092005	KALOLA	128	206	94	77	1236
7313	WAJO	731309	MANIANG PAJO	7313092006	SOGI	62	117	70	70	984
7313	WAJO	731309	MANIANG PAJO	7313092007	ABBANUANGE	74	155	82	77	1211
7313	WAJO	731309	MANIANG PAJO	7313092008	MINANGA TELLUE	30	109	40	41	724
7313	WAJO	731310	PITUMPANUA	7313101001	BULETE	285	709	367	346	4437
7313	WAJO	731310	PITUMPANUA	7313101002	SIWA	424	668	409	415	4197
7313	WAJO	731310	PITUMPANUA	7313101003	TOBARAKKA	198	357	180	170	2111
7313	WAJO	731310	PITUMPANUA	7313101004	BENTENG	239	368	191	193	2338
7313	WAJO	731310	PITUMPANUA	7313102005	BATU	103	164	107	81	992
7313	WAJO	731310	PITUMPANUA	7313102006	LAUWA	153	252	164	137	1901
7313	WAJO	731310	PITUMPANUA	7313102007	TANRONGI	202	341	175	211	2369
7313	WAJO	731310	PITUMPANUA	7313102008	LOMPOLOANG	183	398	204	214	2459
7313	WAJO	731310	PITUMPANUA	7313102009	TELLESANG	248	535	297	325	3224
7313	WAJO	731310	PITUMPANUA	7313102010	TANGKORO	107	221	127	122	1488
7313	WAJO	731310	PITUMPANUA	7313102011	MARANNU	194	409	181	206	2413
7313	WAJO	731310	PITUMPANUA	7313102012	ABBANDERANGNGE	35	165	100	96	1138
7313	WAJO	731310	PITUMPANUA	7313102013	SIMPELLU	47	92	63	48	654
7313	WAJO	731310	PITUMPANUA	7313102014		125	179	99	96	1285
7313	WAJO	731311	BOLA	7313111001		125	239	132	135	1852
7313	WAJO	731311	BOLA	7313112001	SOLO	31	49	28	17	345
7313	WAJO	731311	BOLA	7313112002	BOLA	104	182	88	88	1544
7313	WAJO	731311	BOLA	7313112003	UJUNG TANAH	84	186	88	95	1422
7313	WAJO	731311	BOLA	7313112004	LEMPONG	116	208	102	93	1739
7313	WAJO	731311	BOLA	7313112005	SANRESENG ADE	98	136	84	82	1162
7313	WAJO	731311	BOLA	7313112006	PATTANGNGA	70	140	100	87	1067
7313	WAJO	731311	BOLA	7313112007	BALIELO	118	234	139	131	1622
7313	WAJO	731311	BOLA	7313112008	MANURUNG	107	178	113	91	1407
7313	WAJO	731311	BOLA	7313112009	LATTIMU	86	187	126	138	1528
7313	WAJO	731311	BOLA	7313112010	PASIR PUTIH	50	149	53	51	765
7313	WAJO	731311	BOLA	7313112011	RAJAMAWELLANG	118	263	127	155	1776
7313	WAJO	731312	PENRANG	7313121001		120	237	128	119	2269
7313	WAJO	731312	PENRANG	7313122001	DOPING	24	45	9	18	224
7313	WAJO	731312	PENRANG	7313122002	PADAELO	140	197	105	121	1714
7313	WAJO	731312	PENRANG	7313122003	TEMMABARANG	109	191	115	101	1729
7313	WAJO	731312	PENRANG	7313122004	PENRANG	39	104	56	49	941
7313	WAJO	731312	PENRANG	7313122005	LAWESSO	92	155	106	74	1405
7313	WAJO	731312	PENRANG	7313122006	BENTENG	134	194	96	106	1695
7313	WAJO	731312	PENRANG	7313122007	WALANGA	81	140	95	87	1459
7313	WAJO	731312	PENRANG	7313122008	MAKMUR	84	113	72	69	1044
7313	WAJO	731312	PENRANG	7313122009	TADANG PALIE	38	80	44	54	723
7313	WAJO	731312	PENRANG	7313122010	RADDAE	68	110	65	68	882
7313	WAJO	731313	GILIRENG	7313131002		86	102	62	72	1067
7313	WAJO	731313	GILIRENG	7313132001	MAMINASAE	50	73	32	36	634
7313	WAJO	731313	GILIRENG	7313132002	GILIRENG	11	28	19	16	292
7313	WAJO	731313	GILIRENG	7313132003	POLEONRO	67	105	37	46	776
7313	WAJO	731313	GILIRENG	7313132004	ARAJANG	72	184	95	102	1308
7313	WAJO	731313	GILIRENG	7313132005	LAMATA	102	172	103	107	1262
7313	WAJO	731313	GILIRENG	7313132006	PASELLORENG	101	212	114	116	1694
7313	WAJO	731313	GILIRENG	7313132007	ALAUSALO	50	85	51	41	632
7313	WAJO	731313	GILIRENG	7313132008	DOLEWALIE	54	74	41	43	559
7313	WAJO	731313	GILIRENG	7313132009	ABBATIRENG	59	67	45	48	648
7313	WAJO	731314	KEERA	7313141001	BALLERE	168	327	170	158	2333
7313	WAJO	731314	KEERA	7313142002	AWOTA	191	366	196	203	2271
7313	WAJO	731314	KEERA	7313142003	KEERA	93	209	109	110	1490
7313	WAJO	731314	KEERA	7313142004	LALLISENG	169	346	222	180	2876
7313	WAJO	731314	KEERA	7313142005	PAOJEPE	67	176	112	143	1666
7313	WAJO	731314	KEERA	7313142006	INRELLO	188	356	173	188	2647
7313	WAJO	731314	KEERA	7313142007	PATTIROLOKKA	152	214	126	86	1473
7313	WAJO	731314	KEERA	7313142008	A W O	132	370	183	164	2642
7313	WAJO	731314	KEERA	7313142009	CIROMANIE	67	207	120	101	1361
7313	WAJO	731314	KEERA	7313142010	LABAWANG	51	121	75	56	839
7314	SIDRAP	731401	PANCA LAUTANG	7314011001	BILOKKA	247	330	191	158	2261
7314	SIDRAP	731401	PANCA LAUTANG	7314011002	WETTEE	216	271	147	128	2016
7314	SIDRAP	731401	PANCA LAUTANG	7314011003	LAJONGA	134	144	82	67	1013
7314	SIDRAP	731401	PANCA LAUTANG	7314012004	WANIO	145	188	109	101	1374
7314	SIDRAP	731401	PANCA LAUTANG	7314012005	WANIO TIMORENG	227	266	153	155	1828
7314	SIDRAP	731401	PANCA LAUTANG	7314012006	CORAWALI	177	255	135	118	1516
7314	SIDRAP	731401	PANCA LAUTANG	7314012007	LISE	259	333	175	140	2139
7314	SIDRAP	731401	PANCA LAUTANG	7314012008	BAPANGI	157	212	99	100	1159
7314	SIDRAP	731401	PANCA LAUTANG	7314012009	ALLESALEWOE	106	101	63	51	706
7314	SIDRAP	731401	PANCA LAUTANG	7314012010	CENRANA	70	106	53	43	578
7314	SIDRAP	731402	TELLULIMPO E	7314021001	AMPARITA	461	557	290	247	3797
7314	SIDRAP	731402	TELLULIMPO E	7314021002	MASSEPE	243	252	115	120	1593
7314	SIDRAP	731402	TELLULIMPO E	7314021003	TODANG PULU	382	528	218	230	3250
7314	SIDRAP	731402	TELLULIMPO E	7314021004	PAJALELE	270	326	207	164	2151
7314	SIDRAP	731402	TELLULIMPO E	7314021005	BAULA	277	374	194	188	2363
7314	SIDRAP	731402	TELLULIMPO E	7314021006	ARATENG	258	276	168	154	1927
7314	SIDRAP	731402	TELLULIMPO E	7314022007	TETEAJI	191	278	129	126	1584
7314	SIDRAP	731402	TELLULIMPO E	7314022008	POLEWALI	106	141	67	72	874
7314	SIDRAP	731402	TELLULIMPO E	7314022009	TEPPO	219	253	125	143	1401
7314	SIDRAP	731403	WATANG PULU	7314031001	LAWAWOI	375	508	236	247	2529
7314	SIDRAP	731403	WATANG PULU	7314031002	ARAWA	343	410	212	196	2354
7314	SIDRAP	731403	WATANG PULU	7314031003	BANGKAI	314	390	206	156	1782
7314	SIDRAP	731403	WATANG PULU	7314031004	ULUALE	643	700	334	380	3504
7314	SIDRAP	731403	WATANG PULU	7314031005	BATULAPPA	676	779	391	358	3508
7314	SIDRAP	731403	WATANG PULU	7314032006	LAINUNGAN	322	436	204	176	2346
7314	SIDRAP	731403	WATANG PULU	7314032007	CARAWALI	239	292	139	152	1660
7314	SIDRAP	731403	WATANG PULU	7314032008	BUAE	344	430	202	173	2616
7314	SIDRAP	731403	WATANG PULU	7314032009	MATTIROTASI	236	242	132	146	1437
7314	SIDRAP	731403	WATANG PULU	7314032010	CIRO-CIRO	137	155	91	96	846
7314	SIDRAP	731404	BARANTI	7314041001	BARANTI	499	697	348	365	4142
7314	SIDRAP	731404	BARANTI	7314041002	DUAMPANUA	416	545	279	282	3042
7314	SIDRAP	731404	BARANTI	7314041003	BENTENG	450	607	294	304	3608
7314	SIDRAP	731404	BARANTI	7314041004	MAMMINASA	364	435	239	218	2719
7314	SIDRAP	731404	BARANTI	7314041005	BENTENG UTAMA	276	382	217	186	2101
7314	SIDRAP	731404	BARANTI	7314042006	PASSENO	389	537	318	259	3297
7314	SIDRAP	731404	BARANTI	7314042007	SIPODECENG	350	409	234	220	2814
7314	SIDRAP	731404	BARANTI	7314042008	TONRONGE	151	219	123	87	1400
7314	SIDRAP	731404	BARANTI	7314042009	TONRONG RIJANG	119	164	93	87	1178
7314	SIDRAP	731405	PANCA RIJANG	7314051001	RAPPANG	661	784	397	382	4553
7314	SIDRAP	731405	PANCA RIJANG	7314051002	LALEBATA	673	862	455	401	5143
7314	SIDRAP	731405	PANCA RIJANG	7314051003	MACORAWALIE	594	716	340	331	3888
7314	SIDRAP	731405	PANCA RIJANG	7314051004	KADIDI	279	378	196	176	2384
7314	SIDRAP	731405	PANCA RIJANG	7314052005	TIMORENG PANUA	255	293	147	151	1700
7314	SIDRAP	731405	PANCA RIJANG	7314052006	BULO WATTANG	149	188	79	85	1074
7314	SIDRAP	731405	PANCA RIJANG	7314052007	BULO	262	338	168	160	1742
7314	SIDRAP	731405	PANCA RIJANG	7314052008	CIPOTAKARI	189	247	104	119	1346
7314	SIDRAP	731406	KULO	7314062001	RIJANG PANUA	195	264	150	129	1530
7314	SIDRAP	731406	KULO	7314062002	KULO	283	383	208	196	2331
7314	SIDRAP	731406	KULO	7314062003	MADENRA	199	253	149	120	1727
7314	SIDRAP	731406	KULO	7314062004	MARIO	334	423	214	182	2152
7314	SIDRAP	731406	KULO	7314062005	KAMPUNG BARU	83	149	63	55	684
7314	SIDRAP	731406	KULO	7314062006	ABBOKONGENG	193	226	116	126	1770
7314	SIDRAP	731407	MARITENGNGAE	7314071001	PANGKAJENE	1125	1204	620	561	7877
7314	SIDRAP	731407	MARITENGNGAE	7314071002	LAUTANG BENTENG	755	819	356	381	4676
7314	SIDRAP	731407	MARITENGNGAE	7314071003	MAJJELLING	471	580	279	263	3693
7314	SIDRAP	731407	MARITENGNGAE	7314071004	WALA	493	530	249	254	3202
7314	SIDRAP	731407	MARITENGNGAE	7314071005	LAKESSI	365	461	215	204	2646
7314	SIDRAP	731407	MARITENGNGAE	7314071006	RIJANG PITTU	734	772	366	330	4683
7314	SIDRAP	731407	MARITENGNGAE	7314071007	MAJELLING WATANG	442	485	238	217	2782
7314	SIDRAP	731407	MARITENGNGAE	7314072008	SEREANG	279	328	146	145	2162
7314	SIDRAP	731407	MARITENGNGAE	7314072009	KANIE	270	305	156	147	1866
7314	SIDRAP	731407	MARITENGNGAE	7314072010	ALLAKUANG	357	404	219	171	2364
7314	SIDRAP	731407	MARITENGNGAE	7314072011	TANETE	346	330	158	154	1790
7314	SIDRAP	731407	MARITENGNGAE	7314072012	TAKKALASI	135	157	84	88	1219
7314	SIDRAP	731408	SIDENRENG	7314081001	EMPAGAE	368	372	170	169	2353
7314	SIDRAP	731408	SIDENRENG	7314081002	WATANG SIDENRENG	250	287	149	147	1682
7314	SIDRAP	731408	SIDENRENG	7314081003	KANYUARA	344	359	195	190	2838
7314	SIDRAP	731408	SIDENRENG	7314082004	MOJONG	410	448	223	226	2553
7314	SIDRAP	731408	SIDENRENG	7314082005	DAMAI	183	205	103	85	1211
7314	SIDRAP	731408	SIDENRENG	7314082006	TALUMAE	239	284	137	129	1452
7314	SIDRAP	731408	SIDENRENG	7314082007	AKA-AKAE	157	171	94	74	967
7314	SIDRAP	731408	SIDENRENG	7314082008		141	191	76	78	970
7314	SIDRAP	731409	DUAPITUE	7314091001	TANRUTEDONG	482	621	292	269	3590
7314	SIDRAP	731409	DUAPITUE	7314091002	SALO MALLORI	309	380	188	198	2451
7314	SIDRAP	731409	DUAPITUE	7314091004	PADANGLOANG	68	166	81	71	1074
7314	SIDRAP	731409	DUAPITUE	7314091007	PADANGLOANG ALAU	67	147	100	66	1071
7314	SIDRAP	731409	DUAPITUE	7314092002		114	79	42	29	398
7314	SIDRAP	731409	DUAPITUE	7314092003	KALOSI	623	776	428	371	5114
7314	SIDRAP	731409	DUAPITUE	7314092004		291	343	159	149	2053
7314	SIDRAP	731409	DUAPITUE	7314092005	KALOSI ALAU	265	339	185	155	1985
7314	SIDRAP	731409	DUAPITUE	7314092006	BILA	294	369	200	184	2355
7314	SIDRAP	731409	DUAPITUE	7314092007		124	80	37	33	452
7314	SIDRAP	731409	DUAPITUE	7314092008	SALOBUKKANG	298	334	192	141	2081
7314	SIDRAP	731409	DUAPITUE	7314092009	TACCIMPO	166	212	97	110	1378
7314	SIDRAP	731410	PITU RIAWA	7314101001	LANCIRANG	305	311	177	142	2024
7314	SIDRAP	731410	PITU RIAWA	7314101002	PONRANGAE	315	346	165	144	1786
7314	SIDRAP	731410	PITU RIAWA	7314102003	AJUBISSUE	351	381	189	162	2246
7314	SIDRAP	731410	PITU RIAWA	7314102004	OTTING	176	196	116	85	1475
7314	SIDRAP	731410	PITU RIAWA	7314102005	BULU CENRANA	501	759	379	353	4198
7314	SIDRAP	731410	PITU RIAWA	7314102006	SUMPANG MANGO	284	358	188	159	2149
7314	SIDRAP	731410	PITU RIAWA	7314102007	LASIWALA	160	247	98	99	1165
7314	SIDRAP	731410	PITU RIAWA	7314102008	DONGI	196	220	101	99	1555
7314	SIDRAP	731410	PITU RIAWA	7314102009	ANA BANNA	136	162	92	78	942
7314	SIDRAP	731410	PITU RIAWA	7314102010	BETAO	221	322	192	177	1722
7314	SIDRAP	731410	PITU RIAWA	7314102014		222	276	148	131	1611
7314	SIDRAP	731410	PITU RIAWA	7314102015	KALEMPANG	55	46	36	33	466
7314	SIDRAP	731411	PITU RIASE	7314111001		327	442	231	169	2039
7314	SIDRAP	731411	PITU RIASE	7314112001	BOLA BULU	225	253	151	130	1727
7314	SIDRAP	731411	PITU RIASE	7314112002	BOTTO	318	373	195	167	2143
7314	SIDRAP	731411	PITU RIASE	7314112003	BILA RIASE	236	330	180	157	1738
7314	SIDRAP	731411	PITU RIASE	7314112004	LAGADING	105	118	86	79	932
7314	SIDRAP	731411	PITU RIASE	7314112005	BATU	9	6	12	8	62
7314	SIDRAP	731411	PITU RIASE	7314112007	TANATORO	230	245	133	121	1474
7314	SIDRAP	731411	PITU RIASE	7314112008	COMPONG	246	300	156	149	1384
7314	SIDRAP	731411	PITU RIASE	7314112009	LEPPANGENG	165	224	127	105	930
7314	SIDRAP	731411	PITU RIASE	7314112010	LOMBO	101	138	61	73	710
7314	SIDRAP	731411	PITU RIASE	7314112011	DENGENG-DENGENG	161	265	115	106	1210
7314	SIDRAP	731411	PITU RIASE	7314112012	BUNTU BUANGING	93	107	49	48	469
7314	SIDRAP	731411	PITU RIASE	7314112013	BELAWAE	232	350	172	149	1601
7315	PINRANG	731501	MATTIROSOMPE	7315011001	LANGA	366	817	400	361	4608
7315	PINRANG	731501	MATTIROSOMPE	7315011002	PALLAMEANG	422	800	443	373	5045
7315	PINRANG	731501	MATTIROSOMPE	7315012003	MASSULOWALIE	235	387	193	190	2304
7315	PINRANG	731501	MATTIROSOMPE	7315012004	MATTOMBONG	283	502	269	260	2956
7315	PINRANG	731501	MATTIROSOMPE	7315012005	MATTONGANG TONGAN	202	348	169	178	1967
7315	PINRANG	731501	MATTIROSOMPE	7315012006	PATOBONG	182	314	144	179	1999
7315	PINRANG	731501	MATTIROSOMPE	7315012007	SAMAENRE	272	435	235	220	2645
7315	PINRANG	731501	MATTIROSOMPE	7315012008	MATTIRO TASI	183	292	162	168	1991
7315	PINRANG	731501	MATTIROSOMPE	7315012009	SIWOLONG POLONG	230	353	205	151	2265
7315	PINRANG	731502	SUPPA	7315021001	WATANG SUPPA	241	419	237	208	3027
7315	PINRANG	731502	SUPPA	7315021002	TELLUMPANUA	304	561	266	255	3073
7315	PINRANG	731502	SUPPA	7315022003	LERO	630	1284	713	529	5927
7315	PINRANG	731502	SUPPA	7315022004	WATTANG PULU	277	449	230	222	2691
7315	PINRANG	731502	SUPPA	7315022005	MARITENGNGAE	137	234	118	105	1844
7315	PINRANG	731502	SUPPA	7315022006	TASIWALIE	174	376	191	195	2883
7315	PINRANG	731502	SUPPA	7315022007	WIRINGTASI	155	300	129	122	1702
7315	PINRANG	731502	SUPPA	7315022008	LOTANG SALO	153	266	144	132	1522
7315	PINRANG	731502	SUPPA	7315022009	UJUNG LABUANG	214	367	161	146	1573
7315	PINRANG	731502	SUPPA	7315022010	POLEWALI	127	293	150	141	2074
7315	PINRANG	731503	MATTIRO BULU	7315031001	MANARANG	340	525	272	261	3483
7315	PINRANG	731503	MATTIRO BULU	7315031002	PADAIDI	372	541	325	263	4044
7315	PINRANG	731503	MATTIRO BULU	7315032003	PANNANRANG	316	478	234	226	3105
7315	PINRANG	731503	MATTIRO BULU	7315032004	PADAKKALAWA	341	545	269	280	3255
7315	PINRANG	731503	MATTIRO BULU	7315032005	MARANNU	112	181	108	89	1245
7315	PINRANG	731503	MATTIRO BULU	7315032006	ALITTA	182	339	175	164	2365
7315	PINRANG	731503	MATTIRO BULU	7315032007	PADAELO	237	426	251	198	2955
7315	PINRANG	731503	MATTIRO BULU	7315032008	BUNGA	103	181	80	84	1076
7315	PINRANG	731503	MATTIRO BULU	7315032009	MAKKAWARU	263	457	257	261	2702
7315	PINRANG	731504	WATANG SAWITTO	7315041001	JAYA	825	1236	594	530	7952
7315	PINRANG	731504	WATANG SAWITTO	7315041002	SAWITTO	320	548	293	287	3970
7315	PINRANG	731504	WATANG SAWITTO	7315041003	MACORAWALIE	1023	1571	786	728	10576
7315	PINRANG	731504	WATANG SAWITTO	7315041004	PENRANG	1186	1873	969	914	11593
7315	PINRANG	731504	WATANG SAWITTO	7315041005	SALO	331	600	364	291	3391
7315	PINRANG	731504	WATANG SAWITTO	7315041006	BENTENGNGE	580	885	439	387	5239
7315	PINRANG	731504	WATANG SAWITTO	7315041007	SIPATOKKONG	259	415	226	199	2417
7315	PINRANG	731504	WATANG SAWITTO	7315041008	SIPARAPPE	248	372	186	190	2318
7315	PINRANG	731505	PATAMPANUA	7315051001	BENTENG	427	668	317	303	4508
7315	PINRANG	731505	PATAMPANUA	7315051002	TEPPO	362	557	285	285	3563
7315	PINRANG	731505	PATAMPANUA	7315051003	TONYAMANG	414	717	372	350	4304
7315	PINRANG	731505	PATAMPANUA	7315051004	MACCIRINNA	122	175	110	96	962
7315	PINRANG	731505	PATAMPANUA	7315052005	LEPPANGANG	179	297	168	138	1830
7315	PINRANG	731505	PATAMPANUA	7315052006	MALIMPUNG	241	466	274	237	2533
7315	PINRANG	731505	PATAMPANUA	7315052007	MATTIRO ADE	363	505	329	270	4067
7315	PINRANG	731505	PATAMPANUA	7315052008	SIPATUO	426	650	383	323	3479
7315	PINRANG	731505	PATAMPANUA	7315052009	PADANGLOANG	251	419	206	165	1935
7315	PINRANG	731505	PATAMPANUA	7315052010	PINCARA	288	440	277	206	2368
7315	PINRANG	731506	DUAMPANUA	7315061001	PEKKABATA	449	825	415	418	5274
7315	PINRANG	731506	DUAMPANUA	7315061002	TATAE	412	620	356	336	3964
7315	PINRANG	731506	DUAMPANUA	7315061003	LAMPA	326	568	335	326	3676
7315	PINRANG	731506	DUAMPANUA	7315061004	DATA	413	773	417	401	4465
7315	PINRANG	731506	DUAMPANUA	7315061005	BITTOENG	245	408	220	190	2685
7315	PINRANG	731506	DUAMPANUA	7315062006	KABALLANGANG	187	311	191	170	1969
7315	PINRANG	731506	DUAMPANUA	7315062007	PARIA	308	464	266	251	2814
7315	PINRANG	731506	DUAMPANUA	7315062008	KALIANG	242	321	192	194	1842
7315	PINRANG	731506	DUAMPANUA	7315062009	BUTTU SAWE	244	419	246	243	2536
7315	PINRANG	731506	DUAMPANUA	7315062010	MARONENG	134	216	123	109	1135
7315	PINRANG	731506	DUAMPANUA	7315062011	KATOMPORANG	243	407	214	226	2598
7315	PINRANG	731506	DUAMPANUA	7315062012	BUNGI	276	616	326	353	3914
7315	PINRANG	731506	DUAMPANUA	7315062013	MASSEWAE	364	559	339	330	2848
7315	PINRANG	731506	DUAMPANUA	7315062014	BABABINANGA	99	196	128	92	1113
7315	PINRANG	731507	LEMBANG	7315071001	TADOKKONG	477	859	532	509	5875
7315	PINRANG	731507	LEMBANG	7315071002	BETTENG	251	476	280	251	2661
7315	PINRANG	731507	LEMBANG	7315072003	BINANGA KARAENG	365	676	362	353	4169
7315	PINRANG	731507	LEMBANG	7315072004	RAJANG	412	710	383	337	3816
7315	PINRANG	731507	LEMBANG	7315072005	LETTA	160	241	132	115	1020
7315	PINRANG	731507	LEMBANG	7315072006	ULUSADDANG	311	609	349	319	2982
7315	PINRANG	731507	LEMBANG	7315072007	SUPPIRANG	124	322	187	162	1865
7315	PINRANG	731507	LEMBANG	7315072008	BASSEANG	110	266	182	121	1286
7315	PINRANG	731507	LEMBANG	7315072009	KARIANGO	76	174	96	83	851
7315	PINRANG	731507	LEMBANG	7315072010	BENTENG PAREMBA	202	342	242	218	2525
7315	PINRANG	731507	LEMBANG	7315072011	PAKENG	293	434	242	214	2263
7315	PINRANG	731507	LEMBANG	7315072012	LEMBANG MESAKADA	217	732	476	370	3388
7315	PINRANG	731507	LEMBANG	7315072013	SALI SALI	136	286	166	158	1319
7315	PINRANG	731507	LEMBANG	7315072014		231	418	262	244	2570
7315	PINRANG	731508	CEMPA	7315081001		232	329	182	159	2047
7315	PINRANG	731508	CEMPA	7315082002	MANGKI	176	331	196	160	1878
7315	PINRANG	731508	CEMPA	7315082003	MATTUNRU TUNRUE	247	521	289	235	3078
7315	PINRANG	731508	CEMPA	7315082004	SIKKUALE	213	369	206	179	2219
7315	PINRANG	731508	CEMPA	7315082005	TADANG PALIE	258	504	271	239	2657
7315	PINRANG	731508	CEMPA	7315082006	SALIPOLO	171	267	175	129	1671
7315	PINRANG	731508	CEMPA	7315082007	TANRA TUO	158	223	115	98	1307
7315	PINRANG	731509	TIROANG	7315091001	PAMMASE	341	539	246	263	3201
7315	PINRANG	731509	TIROANG	7315091002	MARAWI	493	841	430	408	5086
7315	PINRANG	731509	TIROANG	7315091003	FAKKIE	249	456	246	223	2766
7315	PINRANG	731509	TIROANG	7315091004	TIROANG	620	944	530	432	5869
7315	PINRANG	731509	TIROANG	7315091005	MATTIRO DECENG	286	433	251	261	2836
7315	PINRANG	731510	LANRISANG	7315101001		328	559	287	277	3522
7315	PINRANG	731510	LANRISANG	7315102002	SAMAULUE	164	268	150	137	1837
7315	PINRANG	731510	LANRISANG	7315102003	MALLONGI LONGI	281	436	188	192	2855
7315	PINRANG	731510	LANRISANG	7315102004	AMASSANGANG	235	354	194	219	2448
7315	PINRANG	731510	LANRISANG	7315102005	BARANG PALIE	181	322	174	137	2154
7315	PINRANG	731510	LANRISANG	7315102006	WAE TUWOE	137	245	134	109	1484
7315	PINRANG	731510	LANRISANG	7315102007	LERANG	202	387	182	160	2324
7315	PINRANG	731511	PALETEANG	7315111001	PACONGANG	1122	1697	896	804	10551
7315	PINRANG	731511	PALETEANG	7315111002	MACINNAE	607	1008	498	468	5708
7315	PINRANG	731511	PALETEANG	7315111003	TEMMASSARANGNGE	407	647	332	279	3566
7315	PINRANG	731511	PALETEANG	7315111004	MAMMINASAE	436	785	405	406	4442
7315	PINRANG	731511	PALETEANG	7315111005	LALENG BATA	526	955	481	442	5842
